unit_id,building_id,unit_number,floor_plan,beds,baths,sqft,floor,gross_rent,net_effective_rent,lease_term,available_date,concession,default_people,max_people,share_plan_type,rent_step_difference,space_1_name,space_2_name,space_3_name,security_deposit_amount,broker_fee_amount,amenity_fee_amount,utilities_estimate_monthly,source_url,source_last_checked,verification_status,verification_notes
haus25-h25_3902,haus25,H25-3902,Studio 1B,0,1,444,,3455,,12 months,03/26/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-3902/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_3916,haus25,H25-3916,Studio 1B,0,1,466,,3495,,12 months,06/30/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-3916/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_4401,haus25,H25-4401,Studio 1B,0,1,575,,4035,,12 months,09/10/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-4401/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_4415,haus25,H25-4415,2B2B,2,2,1120,,8365,,12 months,07/30/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-4415/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_4501,haus25,H25-4501,Studio 1B,0,1,575,,4050,,12 months,07/21/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-4501/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_4609,haus25,H25-4609,2B2B,2,2,1200,,9280,,12 months,07/23/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-4609/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_4913,haus25,H25-4913,Studio 1B,0,1,475,,3595,,12 months,07/06/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-4913/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_4916,haus25,H25-4916,Studio 1B,0,1,466,,3645,,12 months,03/05/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-4916/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5015,haus25,H25-5015,2B2B,2,2,1120,,8455,,12 months,07/27/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-5015/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5211,haus25,H25-5211,2B1B,2,1,928,,7210,,12 months,07/21/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-5211/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5217,haus25,H25-5217,1B1B,1,1,675,,5175,,12 months,04/28/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-5217/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5301,haus25,H25-5301,2B2.5B,2,2.5,1349,,9590,,12 months,06/18/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-5301/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5312,haus25,H25-5312,1B1B,1,1,833,,6720,,12 months,04/10/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-5312/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5316,haus25,H25-5316,Studio 1B,0,1,466,,3755,,12 months,05/26/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-5316/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5317,haus25,H25-5317,1B1B,1,1,675,,5240,,12 months,05/02/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-5317/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5513,haus25,H25-5513,Studio 1B,0,1,475,,3740,,12 months,05/04/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-5513/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5514,haus25,H25-5514,3B2B,3,2,1411,,12825,,12 months,07/18/2026,See Veris Residential availability page,3,4,bedroom_split,,Bedroom 1,Bedroom 2,Bedroom 3,,,,,https://verisresidential.com/apartments/h25-5514/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5516,haus25,H25-5516,Studio 1B,0,1,466,,3790,,12 months,06/06/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-5516/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_5601,haus25,H25-5601,1B1B,1,1,767,,5750,,12 months,02/09/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-5601/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
hayden-1208w,hayden,1208W,1B1B,1,1,,,4716,,12 months,06/15/2026,See official Rockrose listing,1,2,whole_unit,,Bedroom 1,,,,,,,https://rockrose.com/listing/1208w/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hayden-2905w,hayden,2905W,Studio 1B,0,1,,,3674,,12 months,06/15/2026,See official Rockrose listing,1,1,whole_unit,,Whole studio,,,,,,,https://rockrose.com/listing/2905w/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-4a,hudson_crossing_apartments,4A,Studio 1B,0,1,,,3538,,12 months,7/10/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/4A,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-4u,hudson_crossing_apartments,4U,Studio 1B,0,1,,,3570,,12 months,6/11/2026,"$1,000 Security Deposit Special on Select Apartments!",1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/4U,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-4v,hudson_crossing_apartments,4V,1B1B,1,1,,,4269,,12 months,7/21/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/4V,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-5v,hudson_crossing_apartments,5V,1B1B,1,1,,,4269,,12 months,8/1/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/5V,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-7r,hudson_crossing_apartments,7R,2B2B,2,2,,,7022,,12 months,7/15/2026,See official Equity pricing page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/7R,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-9m,hudson_crossing_apartments,9M,Studio 1B,0,1,,,3467,,12 months,6/30/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/9M,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-9s,hudson_crossing_apartments,9S,Studio 1B,0,1,,,3555,,12 months,5/28/2026,"$1,000 Security Deposit Special on Select Apartments!",1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/9S,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-10w,hudson_crossing_apartments,10W,1B1B,1,1,,,4440,,12 months,7/18/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/10W,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-12d,hudson_crossing_apartments,12D,Studio 1B,0,1,,,3487,,12 months,7/14/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/12D,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-12r,hudson_crossing_apartments,12R,2B2B,2,2,,,6382,,12 months,5/28/2026,See official Equity pricing page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/12R,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-12w,hudson_crossing_apartments,12W,1B1B,1,1,,,4185,,12 months,7/31/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/12W,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-14k,hudson_crossing_apartments,14K,Studio 1B,0,1,,,3555,,12 months,10/6/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/14K,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-15e,hudson_crossing_apartments,15E,2B2B,2,2,,,6660,,12 months,7/10/2026,See official Equity pricing page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/15E,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-15m,hudson_crossing_apartments,15M,Studio 1B,0,1,,,3621,,12 months,7/17/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/15M,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_crossing_apartments-15w,hudson_crossing_apartments,15W,1B1B,1,1,,,4106,,12 months,5/28/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/midtown-west/hudson-crossing-apartments#/unit/001/15W,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_point_apartments-119,hudson_point_apartments,119,2B2B,2,2,,,4989,,12 months,5/29/2026,"$1,500 Security Deposit Special on Select Apartments!",2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/hudson-point-apartments#/unit/001/119,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_point_apartments-416,hudson_point_apartments,416,1B1B,1,1,,,3253,,12 months,5/28/2026,"$1,000 Security Deposit Special on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/hudson-point-apartments#/unit/001/416,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
hudson_point_apartments-418,hudson_point_apartments,418,1B1B,1,1,,,3228,,12 months,5/28/2026,"$1,000 Security Deposit Special on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/hudson-point-apartments#/unit/001/418,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
